loss,ppl,wps,ups,wpb,bsz,num_updates,lr,gnorm,clip,oom,sample_size
12.697,6638.05,5125,1.3,3999,129,1,0.25,0.246,100%,0.0,3999.0
12.691,6611.08,4202,1.3,3658,111,2,0.25,0.237,100%,0.0,3658.5
12.678,6553.72,4435,1.2,3749,125,3,0.25,0.243,100%,0.0,3748.6666666666665
12.666,6497.88,4535,1.2,3791,123,4,0.25,0.244,100%,0.0,3791.0
12.650,6426.70,4491,1.2,3772,165,5,0.25,0.271,100%,0.0,3771.6
12.637,6369.39,4229,1.3,3497,177,6,0.25,0.299,100%,0.0,3497.1666666666665
12.609,6248.55,4336,1.2,3569,174,7,0.25,0.304,100%,0.0,3569.0
12.586,6147.33,4372,1.2,3582,164,8,0.25,0.310,100%,0.0,3582.0
12.557,6025.09,4355,1.3,3550,161,9,0.25,0.324,100%,0.0,3550.0
12.517,5862.91,4389,1.2,3575,154,10,0.25,0.344,100%,0.0,3575.0
12.464,5651.38,4460,1.3,3614,159,11,0.25,0.370,100%,0.0,3613.6363636363635
12.425,5498.02,4390,1.3,3538,147,12,0.25,0.406,100%,0.0,3537.5
12.424,5496.56,4327,1.3,3298,136,13,0.25,0.591,100%,0.0,3298.3076923076924
12.323,5122.83,4371,1.3,3345,134,14,0.25,0.602,100%,0.0,3345.4285714285716
12.224,4783.01,4367,1.3,3348,142,15,0.25,0.628,100%,0.0,3348.3333333333335
12.113,4429.09,4403,1.3,3382,148,16,0.25,0.655,100%,0.0,3381.5625
12.210,4736.93,4431,1.3,3399,143,17,0.25,1.159,100%,0.0,3398.5882352941176
12.364,5269.73,4459,1.3,3424,140,18,0.25,1.651,100%,0.0,3424.1666666666665
12.576,6105.25,4484,1.3,3445,137,19,0.25,2.167,100%,0.0,3445.0526315789475
12.994,8160.17,4469,1.3,3444,131,20,0.25,2.887,100%,0.0,3443.6
12.899,7640.20,4452,1.3,3457,142,21,0.25,2.993,100%,0.0,3457.1428571428573
12.868,7474.81,4475,1.3,3481,148,22,0.25,3.155,100%,0.0,3481.3636363636365
13.026,8339.21,4475,1.3,3485,145,23,0.25,3.492,100%,0.0,3484.5652173913045
12.992,8145.14,4492,1.3,3501,148,24,0.25,3.596,100%,0.0,3500.5833333333335
12.941,7864.04,4514,1.3,3520,150,25,0.25,3.673,100%,0.0,3520.16
12.933,7818.38,4524,1.3,3532,150,26,0.25,3.793,100%,0.0,3532.4615384615386
12.867,7468.18,4508,1.3,3518,153,27,0.25,3.796,100%,0.0,3517.740740740741
12.908,7687.75,4496,1.3,3514,149,28,0.25,3.997,100%,0.0,3514.3214285714284
12.882,7550.44,4463,1.3,3486,145,29,0.25,4.040,100%,0.0,3486.0344827586205
12.807,7164.67,4455,1.3,3479,147,30,0.25,3.943,100%,0.0,3479.0
12.718,6735.44,4459,1.3,3484,154,31,0.25,3.865,100%,0.0,3483.8709677419356
12.649,6424.09,4463,1.3,3489,153,32,0.25,3.781,100%,0.0,3488.5625
12.587,6152.99,4468,1.3,3494,153,33,0.25,3.707,100%,0.0,3494.121212121212
12.526,5899.82,4466,1.3,3493,156,34,0.25,3.640,100%,0.0,3493.0588235294117
12.474,5688.12,4476,1.3,3506,155,35,0.25,3.579,100%,0.0,3506.0857142857144
12.410,5442.02,4491,1.3,3520,156,36,0.25,3.516,100%,0.0,3519.527777777778
12.369,5289.93,4496,1.3,3522,153,37,0.25,3.462,100%,0.0,3521.945945945946
12.302,5048.72,4498,1.3,3525,157,38,0.25,3.401,100%,0.0,3524.7631578947367
12.254,4885.46,4501,1.3,3529,156,39,0.25,3.336,100%,0.0,3528.5384615384614
12.172,4615.81,4513,1.3,3540,161,40,0.25,3.273,100%,0.0,3540.15
12.112,4427.31,4516,1.3,3546,163,41,0.25,3.223,100%,0.0,3545.512195121951
12.049,4238.46,4528,1.3,3554,164,42,0.25,3.177,100%,0.0,3553.6190476190477
12.007,4114.59,4536,1.3,3562,162,43,0.25,3.157,100%,0.0,3561.7906976744184
11.958,3978.40,4541,1.3,3569,163,44,0.25,3.125,100%,0.0,3568.659090909091
11.923,3881.95,4539,1.3,3569,161,45,0.25,3.100,100%,0.0,3568.688888888889
11.879,3767.03,4544,1.3,3577,161,46,0.25,3.064,100%,0.0,3577.0652173913045
11.848,3686.89,4538,1.3,3570,160,47,0.25,3.018,100%,0.0,3569.9148936170213
11.816,3605.27,4521,1.3,3551,159,48,0.25,2.965,100%,0.0,3550.75
11.783,3523.16,4524,1.3,3557,157,49,0.25,2.922,100%,0.0,3556.673469387755
11.750,3444.47,4520,1.3,3552,156,50,0.25,2.873,100%,0.0,3552.02
11.714,3358.92,4525,1.3,3558,154,51,0.25,2.828,100%,0.0,3558.3137254901962
11.678,3276.06,4525,1.3,3560,153,52,0.25,2.784,100%,0.0,3559.5576923076924
11.637,3184.70,4525,1.3,3560,154,53,0.25,2.744,100%,0.0,3559.754716981132
11.607,3118.94,4527,1.3,3565,152,54,0.25,2.702,100%,0.0,3565.277777777778
11.570,3040.56,4533,1.3,3572,151,55,0.25,2.660,100%,0.0,3572.1454545454544
11.530,2957.42,4535,1.3,3576,152,56,0.25,2.621,100%,0.0,3576.2321428571427
11.487,2870.89,4544,1.3,3583,152,57,0.25,2.581,100%,0.0,3583.2982456140353
11.457,2811.75,4545,1.3,3585,151,58,0.25,2.542,100%,0.0,3585.0172413793102
11.439,2776.66,4532,1.3,3573,149,59,0.25,2.506,100%,0.0,3572.762711864407
11.409,2719.89,4536,1.3,3578,148,60,0.25,2.470,100%,0.0,3578.45
11.373,2651.39,4540,1.3,3585,148,61,0.25,2.435,100%,0.0,3585.1967213114754
11.347,2605.39,4538,1.3,3582,148,62,0.25,2.401,100%,0.0,3581.8064516129034
11.323,2561.66,4541,1.3,3587,147,63,0.25,2.371,100%,0.0,3586.5873015873017
11.289,2501.88,4543,1.3,3590,148,64,0.25,2.339,100%,0.0,3589.515625
11.250,2436.29,4547,1.3,3596,149,65,0.25,2.307,100%,0.0,3595.769230769231
11.226,2395.03,4549,1.3,3600,148,66,0.25,2.278,100%,0.0,3599.621212121212
11.197,2347.25,4551,1.3,3603,148,67,0.25,2.249,100%,0.0,3602.8805970149256
11.178,2316.78,4548,1.3,3599,147,68,0.25,2.223,100%,0.0,3599.1617647058824
11.150,2272.66,4551,1.3,3605,147,69,0.25,2.197,100%,0.0,3604.6521739130435
11.123,2230.77,4556,1.3,3610,146,70,0.25,2.169,100%,0.0,3610.1428571428573
11.090,2180.29,4560,1.3,3616,147,71,0.25,2.143,100%,0.0,3615.5774647887324
11.070,2150.31,4562,1.3,3617,146,72,0.25,2.118,100%,0.0,3617.3611111111113
11.046,2114.47,4566,1.3,3622,145,73,0.25,2.092,100%,0.0,3622.2876712328766
11.027,2086.06,4567,1.3,3624,144,74,0.25,2.068,100%,0.0,3624.364864864865
11.008,2058.69,4560,1.3,3616,145,75,0.25,2.046,100%,0.0,3615.84
10.991,2035.27,4558,1.3,3615,143,76,0.25,2.025,100%,0.0,3615.4605263157896
10.964,1998.16,4562,1.3,3620,144,77,0.25,2.003,100%,0.0,3620.4545454545455
10.942,1967.00,4565,1.3,3625,143,78,0.25,1.980,100%,0.0,3624.769230769231
10.918,1934.80,4568,1.3,3629,143,79,0.25,1.958,100%,0.0,3629.3924050632913
10.874,1876.54,4566,1.3,3634,148,80,0.25,1.946,100%,0.0,3633.9875
10.862,1861.19,4560,1.3,3628,147,81,0.25,1.929,100%,0.0,3627.5185185185187
10.850,1845.68,4553,1.3,3621,146,82,0.25,1.909,100%,0.0,3621.0243902439024
10.820,1808.15,4552,1.3,3619,149,83,0.25,1.893,100%,0.0,3618.9518072289156
10.777,1754.18,4550,1.3,3623,155,84,0.25,1.882,100%,0.0,3623.0833333333335
10.770,1745.91,4545,1.3,3614,154,85,0.25,1.869,100%,0.0,3613.929411764706
10.752,1724.56,4550,1.3,3615,153,86,0.25,1.857,100%,0.0,3615.1511627906975
10.727,1694.67,4554,1.3,3619,154,87,0.25,1.840,100%,0.0,3619.4597701149423
10.707,1672.00,4556,1.3,3622,154,88,0.25,1.824,100%,0.0,3622.3977272727275
10.687,1648.34,4560,1.3,3626,154,89,0.25,1.807,100%,0.0,3626.0898876404494
10.672,1631.77,4562,1.3,3629,153,90,0.25,1.794,100%,0.0,3628.5444444444443
10.654,1611.05,4561,1.3,3628,154,91,0.25,1.779,100%,0.0,3627.703296703297
10.636,1591.58,4563,1.3,3630,154,92,0.25,1.762,100%,0.0,3630.0978260869565
10.619,1572.53,4563,1.3,3631,154,93,0.25,1.746,100%,0.0,3630.8494623655915
10.609,1561.83,4564,1.3,3631,153,94,0.25,1.735,100%,0.0,3630.7659574468084
10.595,1546.99,4566,1.3,3633,152,95,0.25,1.720,100%,0.0,3633.2105263157896
10.585,1536.43,4565,1.3,3632,151,96,0.25,1.705,100%,0.0,3631.9479166666665
10.562,1511.87,4561,1.3,3627,154,97,0.25,1.700,100%,0.0,3627.0721649484535
10.556,1505.06,4556,1.3,3623,153,98,0.25,1.686,100%,0.0,3623.4897959183672
10.539,1487.72,4560,1.3,3627,152,99,0.25,1.675,100%,0.0,3627.191919191919
10.522,1470.47,4564,1.3,3630,152,100,0.25,1.662,100%,0.0,3630.03
10.513,1461.64,4561,1.3,3626,152,101,0.25,1.652,100%,0.0,3625.940594059406
10.494,1442.38,4562,1.3,3627,152,102,0.25,1.639,100%,0.0,3627.2549019607845
10.473,1420.97,4563,1.3,3629,154,103,0.25,1.627,100%,0.0,3629.2038834951454
10.459,1407.91,4566,1.3,3632,153,104,0.25,1.615,100%,0.0,3632.3365384615386
10.444,1393.27,4569,1.3,3635,153,105,0.25,1.603,100%,0.0,3634.9904761904763
10.430,1379.61,4574,1.3,3637,153,106,0.25,1.591,100%,0.0,3637.2830188679245
10.415,1365.45,4578,1.3,3640,152,107,0.25,1.578,100%,0.0,3640.121495327103
10.407,1357.67,4576,1.3,3638,152,108,0.25,1.568,100%,0.0,3638.3055555555557
10.402,1352.76,4572,1.3,3634,151,109,0.25,1.561,100%,0.0,3634.256880733945
10.380,1332.22,4573,1.3,3636,153,110,0.25,1.551,100%,0.0,3636.2181818181816
10.370,1323.07,4572,1.3,3635,152,111,0.25,1.541,100%,0.0,3635.387387387387
10.360,1314.67,4572,1.3,3636,152,112,0.25,1.530,100%,0.0,3635.8660714285716
10.350,1305.40,4570,1.3,3633,152,113,0.25,1.519,100%,0.0,3633.424778761062
10.332,1288.92,4573,1.3,3637,153,114,0.25,1.508,100%,0.0,3636.6403508771928
10.318,1276.88,4576,1.3,3639,152,115,0.25,1.498,100%,0.0,3639.495652173913
10.315,1274.05,4572,1.3,3635,151,116,0.25,1.499,100%,0.0,3634.698275862069
10.302,1262.38,4572,1.3,3635,151,117,0.25,1.488,100%,0.0,3634.923076923077
10.291,1252.46,4574,1.3,3638,151,118,0.25,1.478,100%,0.0,3637.5677966101694
10.278,1241.42,4578,1.3,3639,150,119,0.25,1.469,100%,0.0,3638.5210084033615
10.265,1230.10,4579,1.3,3641,151,120,0.25,1.459,100%,0.0,3640.991666666667
10.252,1219.35,4580,1.3,3642,151,121,0.25,1.448,100%,0.0,3642.314049586777
10.242,1211.06,4581,1.3,3643,151,122,0.25,1.438,100%,0.0,3643.44262295082
10.228,1199.02,4584,1.3,3646,151,123,0.25,1.429,100%,0.0,3646.20325203252
10.211,1185.18,4586,1.3,3649,152,124,0.25,1.421,100%,0.0,3648.983870967742
10.203,1178.48,4587,1.3,3651,151,125,0.25,1.411,100%,0.0,3650.888
10.197,1173.51,4580,1.3,3643,151,126,0.25,1.402,100%,0.0,3643.468253968254
10.189,1167.52,4580,1.3,3643,150,127,0.25,1.393,100%,0.0,3643.2755905511813
10.173,1154.47,4584,1.3,3644,151,128,0.25,1.384,100%,0.0,3644.3828125
10.170,1151.74,4578,1.3,3639,150,129,0.25,1.376,100%,0.0,3638.5891472868216
10.154,1139.47,4577,1.3,3639,151,130,0.25,1.369,100%,0.0,3639.0692307692307
10.144,1131.10,4578,1.3,3640,151,131,0.25,1.361,100%,0.0,3639.8473282442746
10.129,1119.43,4582,1.3,3642,151,132,0.25,1.353,100%,0.0,3642.3636363636365
10.116,1109.39,4582,1.3,3640,151,133,0.25,1.345,100%,0.0,3639.684210526316
10.099,1096.75,4586,1.3,3642,152,134,0.25,1.337,100%,0.0,3641.7388059701493
10.094,1092.65,4581,1.3,3636,151,135,0.25,1.330,100%,0.0,3636.259259259259
10.086,1087.11,4582,1.3,3638,151,136,0.25,1.322,100%,0.0,3637.7867647058824
10.079,1081.95,4577,1.3,3633,151,137,0.25,1.316,100%,0.0,3632.7299270072995
10.073,1077.29,4575,1.3,3631,151,138,0.25,1.309,100%,0.0,3631.144927536232
10.061,1068.12,4578,1.3,3634,151,139,0.25,1.301,100%,0.0,3633.726618705036
10.037,1050.63,4583,1.3,3636,153,140,0.25,1.297,100%,0.0,3636.15
10.027,1042.98,4580,1.3,3633,154,141,0.25,1.292,100%,0.0,3632.595744680851
10.015,1034.91,4583,1.3,3635,154,142,0.25,1.288,100%,0.0,3635.1830985915494
10.008,1029.67,4582,1.3,3634,154,143,0.25,1.281,100%,0.0,3634.076923076923
9.998,1022.36,4582,1.3,3634,154,144,0.25,1.274,100%,0.0,3633.909722222222
9.989,1016.52,4581,1.3,3632,154,145,0.25,1.267,100%,0.0,3632.4344827586206
9.981,1010.50,4583,1.3,3634,154,146,0.25,1.262,100%,0.0,3633.8150684931506
9.976,1007.02,4576,1.3,3626,153,147,0.25,1.255,100%,0.0,3626.1428571428573
9.968,1001.63,4572,1.3,3621,154,148,0.25,1.252,100%,0.0,3621.4054054054054
9.958,994.50,4574,1.3,3624,154,149,0.25,1.245,100%,0.0,3623.8791946308725
9.953,991.35,4572,1.3,3621,153,150,0.25,1.239,100%,0.0,3620.88
9.948,987.92,4570,1.3,3619,153,151,0.25,1.232,100%,0.0,3618.8278145695363
9.941,982.75,4570,1.3,3619,153,152,0.25,1.226,100%,0.0,3619.3618421052633
9.935,978.65,4571,1.3,3620,153,153,0.25,1.220,100%,0.0,3620.372549019608
9.930,975.53,4570,1.3,3620,152,154,0.25,1.214,100%,0.0,3619.8636363636365
9.922,970.16,4572,1.3,3622,152,155,0.25,1.207,100%,0.0,3622.174193548387
9.905,959.01,4575,1.3,3625,154,156,0.25,1.203,100%,0.0,3624.596153846154
9.901,956.36,4575,1.3,3625,153,157,0.25,1.197,100%,0.0,3625.203821656051
9.889,948.21,4576,1.3,3628,154,158,0.25,1.191,100%,0.0,3627.512658227848
9.882,943.89,4577,1.3,3628,153,159,0.25,1.185,100%,0.0,3628.3081761006288
9.879,941.47,4574,1.3,3627,153,160,0.25,1.181,100%,0.0,3626.81875
9.870,935.80,4577,1.3,3629,152,161,0.25,1.175,100%,0.0,3628.5155279503106
9.867,933.60,4575,1.3,3627,152,162,0.25,1.170,100%,0.0,3626.7901234567903
9.861,929.94,4572,1.3,3623,152,163,0.25,1.166,100%,0.0,3623.0981595092026
9.858,928.33,4571,1.3,3622,152,164,0.25,1.160,100%,0.0,3622.439024390244
9.848,921.91,4572,1.3,3623,152,165,0.25,1.155,100%,0.0,3623.212121212121
9.843,918.54,4569,1.3,3620,152,166,0.25,1.150,100%,0.0,3619.8493975903616
9.840,916.52,4567,1.3,3617,151,167,0.25,1.145,100%,0.0,3617.0359281437127
9.834,912.64,4568,1.3,3617,151,168,0.25,1.140,100%,0.0,3617.3690476190477
9.824,906.42,4569,1.3,3620,151,169,0.25,1.135,100%,0.0,3619.609467455621
9.817,901.70,4570,1.3,3621,151,170,0.25,1.130,100%,0.0,3621.2705882352943
9.812,899.03,4570,1.3,3621,151,171,0.25,1.125,100%,0.0,3621.374269005848
9.800,891.26,4571,1.3,3624,152,172,0.25,1.121,100%,0.0,3623.5523255813955
9.797,889.80,4569,1.3,3622,151,173,0.25,1.117,100%,0.0,3621.826589595376
9.792,886.50,4570,1.3,3624,151,174,0.25,1.112,100%,0.0,3623.6436781609195
9.787,883.72,4568,1.3,3620,150,175,0.25,1.109,100%,0.0,3620.3542857142857
9.782,880.29,4567,1.3,3620,150,176,0.25,1.104,100%,0.0,3619.7102272727275
9.767,871.17,4570,1.3,3622,151,177,0.25,1.101,100%,0.0,3621.8192090395482
9.764,869.18,4569,1.3,3622,151,178,0.25,1.097,100%,0.0,3621.8146067415732
9.759,866.17,4567,1.3,3619,151,179,0.25,1.092,100%,0.0,3619.4301675977654
9.750,860.95,4569,1.3,3621,151,180,0.25,1.088,100%,0.0,3621.488888888889
9.743,857.12,4570,1.3,3623,151,181,0.25,1.084,100%,0.0,3622.9944751381217
9.728,848.22,4569,1.3,3622,153,182,0.25,1.084,100%,0.0,3622.3186813186812
9.722,844.44,4570,1.3,3624,153,183,0.25,1.079,100%,0.0,3623.8688524590166
9.716,841.21,4572,1.3,3626,152,184,0.25,1.074,100%,0.0,3625.521739130435
9.713,839.23,4569,1.3,3623,152,185,0.25,1.071,100%,0.0,3622.7405405405407
9.709,837.01,4563,1.3,3617,151,186,0.25,1.066,100%,0.0,3616.8333333333335
9.705,834.43,4562,1.3,3615,151,187,0.25,1.063,100%,0.0,3614.9839572192514
9.702,833.12,4562,1.3,3615,151,188,0.25,1.059,100%,0.0,3615.186170212766
9.698,830.55,4561,1.3,3615,150,189,0.25,1.055,100%,0.0,3615.095238095238
9.693,827.78,4562,1.3,3617,150,190,0.25,1.050,100%,0.0,3616.815789473684
9.685,822.91,4561,1.3,3615,151,191,0.25,1.047,100%,0.0,3615.089005235602
9.673,816.41,4564,1.3,3617,151,192,0.25,1.045,100%,0.0,3617.09375
9.665,812.06,4566,1.3,3619,151,193,0.25,1.041,100%,0.0,3618.9533678756475
9.656,806.80,4568,1.3,3621,151,194,0.25,1.037,100%,0.0,3620.896907216495
9.639,797.13,4570,1.3,3623,154,195,0.25,1.037,100%,0.0,3622.825641025641
9.637,796.42,4568,1.3,3622,153,196,0.25,1.038,100%,0.0,3621.841836734694
9.633,794.02,4568,1.3,3622,153,197,0.25,1.034,100%,0.0,3622.096446700508
9.629,791.78,4568,1.3,3623,152,198,0.25,1.031,100%,0.0,3622.8333333333335
9.623,788.68,4569,1.3,3623,152,199,0.25,1.028,100%,0.0,3623.3065326633164
9.619,786.29,4568,1.3,3623,152,200,0.25,1.024,100%,0.0,3623.385
9.615,783.91,4569,1.3,3625,152,201,0.25,1.020,100%,0.0,3624.572139303483
9.604,778.14,4569,1.3,3624,153,202,0.25,1.017,100%,0.0,3624.1782178217823
9.599,775.28,4568,1.3,3624,153,203,0.25,1.014,100%,0.0,3624.0591133004928
9.592,771.84,4565,1.3,3620,153,204,0.25,1.011,100%,0.0,3620.3529411764707
9.589,770.20,4565,1.3,3621,153,205,0.25,1.007,100%,0.0,3621.0146341463415
9.589,769.89,4564,1.3,3620,152,206,0.25,1.004,100%,0.0,3619.9854368932038
9.581,766.11,4565,1.3,3621,153,207,0.25,1.001,100%,0.0,3620.855072463768
9.576,763.35,4565,1.3,3621,152,208,0.25,0.997,100%,0.0,3621.3509615384614
9.571,760.83,4566,1.3,3623,152,209,0.25,0.994,100%,0.0,3622.626794258373
9.568,759.21,4564,1.3,3621,152,210,0.25,0.990,100%,0.0,3620.747619047619
9.565,757.44,4565,1.3,3622,151,211,0.25,0.987,100%,0.0,3622.137440758294
9.555,752.14,4567,1.3,3624,152,212,0.25,0.985,100%,0.0,3623.919811320755
9.549,748.86,4568,1.3,3625,152,213,0.25,0.982,100%,0.0,3624.9342723004693
9.540,744.65,4570,1.3,3627,152,214,0.25,0.978,100%,0.0,3626.6401869158876
9.534,741.24,4571,1.3,3627,152,215,0.25,0.975,100%,0.0,3627.1116279069765
9.527,737.53,4572,1.3,3629,152,216,0.25,0.972,100%,0.0,3628.7638888888887
9.523,735.89,4572,1.3,3630,152,217,0.25,0.969,100%,0.0,3629.7235023041476
9.521,734.63,4572,1.3,3630,151,218,0.25,0.966,100%,0.0,3629.9449541284403
9.520,734.37,4571,1.3,3629,151,219,0.25,0.963,100%,0.0,3629.150684931507
9.515,731.86,4572,1.3,3630,150,220,0.25,0.960,100%,0.0,3630.0409090909093
9.511,729.39,4574,1.3,3631,150,221,0.25,0.957,100%,0.0,3631.316742081448
9.503,725.81,4573,1.3,3631,151,222,0.25,0.956,100%,0.0,3630.536036036036
9.502,725.21,4571,1.3,3629,150,223,0.25,0.953,100%,0.0,3628.811659192825
9.500,723.87,4571,1.3,3629,150,224,0.25,0.950,100%,0.0,3628.8839285714284
9.494,721.13,4572,1.3,3630,150,225,0.25,0.947,100%,0.0,3630.1066666666666
9.492,719.92,4572,1.3,3629,149,226,0.25,0.944,100%,0.0,3629.265486725664
9.491,719.37,4571,1.3,3629,149,227,0.25,0.941,100%,0.0,3629.281938325991
9.483,715.69,4573,1.3,3630,149,228,0.25,0.938,100%,0.0,3630.4254385964914
9.482,715.34,4572,1.3,3630,148,229,0.25,0.935,100%,0.0,3630.2227074235807
9.476,712.12,4572,1.3,3630,149,230,0.25,0.933,100%,0.0,3630.426086956522
9.473,710.87,4571,1.3,3629,149,231,0.25,0.930,100%,0.0,3628.6406926406926
9.471,709.53,4571,1.3,3630,148,232,0.25,0.927,100%,0.0,3629.7586206896553
9.466,707.42,4570,1.3,3628,148,233,0.25,0.925,100%,0.0,3627.9098712446353
9.463,705.85,4568,1.3,3626,148,234,0.25,0.922,100%,0.0,3625.602564102564
9.456,702.41,4569,1.3,3627,148,235,0.25,0.919,100%,0.0,3627.195744680851
9.449,698.85,4571,1.3,3629,149,236,0.25,0.916,100%,0.0,3628.7330508474574
9.444,696.29,4572,1.3,3630,148,237,0.25,0.915,100%,0.0,3629.6582278481014
9.438,693.66,4574,1.3,3631,148,238,0.25,0.913,100%,0.0,3630.705882352941
9.432,690.83,4573,1.3,3630,148,239,0.25,0.911,100%,0.0,3629.5732217573222
9.428,688.65,4573,1.3,3629,148,240,0.25,0.908,100%,0.0,3628.9625
9.422,685.85,4574,1.3,3630,149,241,0.25,0.905,100%,0.0,3629.697095435685
9.421,685.46,4572,1.3,3629,148,242,0.25,0.904,100%,0.0,3628.5206611570247
9.416,683.08,4573,1.3,3630,148,243,0.25,0.901,100%,0.0,3630.0493827160494
9.410,680.49,4575,1.3,3631,148,244,0.25,0.899,100%,0.0,3630.561475409836
9.405,678.01,4574,1.3,3630,148,245,0.25,0.897,100%,0.0,3629.9714285714285
9.401,676.26,4574,1.3,3631,148,246,0.25,0.894,100%,0.0,3630.5162601626016
9.397,674.38,4574,1.3,3630,147,247,0.25,0.891,100%,0.0,3630.2995951417006
9.393,672.24,4574,1.3,3630,147,248,0.25,0.889,100%,0.0,3629.858870967742
9.386,669.09,4576,1.3,3631,148,249,0.25,0.886,100%,0.0,3631.1004016064257
9.380,666.28,4577,1.3,3632,147,250,0.25,0.884,100%,0.0,3632.232
9.374,663.44,4579,1.3,3634,147,251,0.25,0.881,100%,0.0,3633.6812749003984
9.372,662.70,4577,1.3,3633,147,252,0.25,0.879,100%,0.0,3632.5396825396824
9.368,660.61,4578,1.3,3634,147,253,0.25,0.877,100%,0.0,3633.5573122529645
9.363,658.71,4577,1.3,3632,146,254,0.25,0.874,100%,0.0,3631.7086614173227
9.360,657.10,4576,1.3,3632,146,255,0.25,0.872,100%,0.0,3631.6156862745097
9.354,654.54,4576,1.3,3631,147,256,0.25,0.870,100%,0.0,3631.0234375
9.349,652.25,4573,1.3,3627,147,257,0.25,0.868,100%,0.0,3626.8560311284045
9.343,649.45,4572,1.3,3627,147,258,0.25,0.866,100%,0.0,3626.7906976744184
9.337,646.78,4571,1.3,3625,147,259,0.25,0.865,100%,0.0,3625.131274131274
9.326,641.97,4569,1.3,3624,149,260,0.25,0.867,100%,0.0,3624.4461538461537
9.315,636.91,4570,1.3,3626,150,261,0.25,0.865,100%,0.0,3625.869731800766
9.314,636.63,4570,1.3,3626,150,262,0.25,0.870,100%,0.0,3626.3244274809163
9.313,636.11,4571,1.3,3627,150,263,0.25,0.876,100%,0.0,3627.083650190114
9.312,635.79,4571,1.3,3627,149,264,0.25,0.880,100%,0.0,3627.0416666666665
9.309,634.21,4571,1.3,3628,149,265,0.25,0.881,100%,0.0,3628.211320754717
9.305,632.36,4572,1.3,3629,149,266,0.25,0.882,100%,0.0,3628.9924812030076
9.299,629.92,4573,1.3,3630,149,267,0.25,0.882,100%,0.0,3630.1573033707864
9.294,627.79,4574,1.3,3631,149,268,0.25,0.881,100%,0.0,3631.458955223881
9.290,625.81,4576,1.3,3632,149,269,0.25,0.879,100%,0.0,3631.8921933085503
9.287,624.72,4576,1.3,3632,149,270,0.25,0.878,100%,0.0,3631.840740740741
9.282,622.49,4578,1.3,3633,149,271,0.25,0.877,100%,0.0,3633.1180811808117
9.280,621.58,4572,1.3,3627,149,272,0.25,0.875,100%,0.0,3627.0257352941176
9.279,621.23,4571,1.3,3626,148,273,0.25,0.873,100%,0.0,3626.3406593406594
9.272,618.15,4571,1.3,3626,149,274,0.25,0.872,100%,0.0,3626.4306569343066
9.269,617.05,4570,1.3,3624,149,275,0.25,0.870,100%,0.0,3624.1563636363635
9.265,615.23,4570,1.3,3625,149,276,0.25,0.869,100%,0.0,3625.0652173913045
9.260,613.30,4570,1.3,3625,149,277,0.25,0.867,100%,0.0,3625.1624548736463
9.256,611.61,4569,1.3,3624,149,278,0.25,0.865,100%,0.0,3623.7410071942445
9.254,610.61,4570,1.3,3625,149,279,0.25,0.863,100%,0.0,3624.8028673835124
9.253,610.11,4570,1.3,3626,149,280,0.25,0.862,100%,0.0,3625.657142857143
9.243,605.91,4571,1.3,3627,149,281,0.25,0.860,100%,0.0,3626.9893238434165
9.242,605.42,4566,1.3,3622,149,282,0.25,0.858,100%,0.0,3622.322695035461
9.238,603.90,4565,1.3,3621,149,283,0.25,0.856,100%,0.0,3620.713780918728
9.235,602.67,4565,1.3,3622,149,284,0.25,0.854,100%,0.0,3621.6514084507044
9.234,602.00,4565,1.3,3622,149,285,0.25,0.852,100%,0.0,3622.157894736842
9.229,600.12,4567,1.3,3623,149,286,0.25,0.850,100%,0.0,3623.2272727272725
9.226,598.92,4566,1.3,3622,149,287,0.25,0.848,100%,0.0,3621.822299651568
9.225,598.50,4563,1.3,3619,148,288,0.25,0.846,100%,0.0,3618.934027777778
9.223,597.57,4563,1.3,3619,148,289,0.25,0.844,100%,0.0,3618.861591695502
9.216,594.67,4561,1.3,3617,149,290,0.25,0.843,100%,0.0,3617.0
9.214,593.69,4561,1.3,3618,149,291,0.25,0.841,100%,0.0,3617.594501718213
9.209,591.92,4562,1.3,3618,149,292,0.25,0.839,100%,0.0,3618.222602739726
9.206,590.74,4561,1.3,3617,149,293,0.25,0.837,100%,0.0,3617.3651877133107
9.201,588.68,4561,1.3,3617,149,294,0.25,0.835,100%,0.0,3617.204081632653
9.201,588.54,4558,1.3,3615,148,295,0.25,0.834,100%,0.0,3614.5593220338983
9.197,586.74,4559,1.3,3616,148,296,0.25,0.832,100%,0.0,3615.5236486486488
9.189,583.73,4560,1.3,3617,149,297,0.25,0.830,100%,0.0,3616.784511784512
9.183,581.19,4561,1.3,3618,149,298,0.25,0.828,100%,0.0,3618.036912751678
9.175,578.11,4562,1.3,3619,150,299,0.25,0.827,100%,0.0,3619.3010033444816
9.171,576.61,4562,1.3,3620,150,300,0.25,0.825,100%,0.0,3620.12
9.167,574.77,4563,1.3,3621,150,301,0.25,0.823,100%,0.0,3621.308970099668
9.165,573.98,4562,1.3,3620,150,302,0.25,0.821,100%,0.0,3620.1854304635763
9.163,573.32,4562,1.3,3621,149,303,0.25,0.819,100%,0.0,3620.7887788778876
9.159,571.50,4561,1.3,3619,150,304,0.25,0.818,100%,0.0,3618.746710526316
9.157,570.71,4560,1.3,3618,149,305,0.25,0.817,100%,0.0,3617.7868852459014
